"","timestamp","lane","cross_x","cross_y"
"126",59,"TOP",2062.88677450048,12744.6132254995
"127",60,"BOT",12679.876056338,2272.12394366197
"128",60,"MID",7394.94774718398,7458.55225281602
"129",60,"TOP",2062.88677450048,12744.6132254995
"130",61,"BOT",12679.876056338,2272.12394366197
"131",61,"MID",7394.94774718398,7458.55225281602
"132",61,"TOP",2062.88677450048,12744.6132254995
"133",62,"BOT",12679.876056338,2272.12394366197
"134",62,"MID",7394.94774718398,7458.55225281602
"135",62,"TOP",2062.88677450048,12744.6132254995
"136",63,"BOT",12679.876056338,2272.12394366197
"137",63,"MID",7394.94774718398,7458.55225281602
"138",63,"TOP",2062.88677450048,12744.6132254995
"139",64,"BOT",12679.876056338,2272.12394366197
"140",64,"MID",7394.94774718398,7458.55225281602
"141",64,"TOP",2062.88677450048,12744.6132254995
"142",65,"BOT",12679.876056338,2272.12394366197
"143",65,"MID",7394.94774718398,7458.55225281602
"144",65,"TOP",2062.88677450048,12744.6132254995
"145",66,"BOT",12679.876056338,2272.12394366197
"146",66,"MID",7394.94774718398,7458.55225281602
"147",66,"TOP",2062.88677450048,12744.6132254995
"148",67,"BOT",12679.876056338,2272.12394366197
"149",67,"MID",7394.94774718398,7458.55225281602
"150",67,"TOP",2062.88677450048,12744.6132254995
"151",68,"BOT",12679.876056338,2272.12394366197
"152",68,"MID",7394.94774718398,7458.55225281602
"153",68,"TOP",2062.88677450048,12744.6132254995
"154",69,"BOT",12679.876056338,2272.12394366197
"155",69,"MID",7394.94774718398,7458.55225281602
"156",69,"TOP",2062.88677450048,12744.6132254995
"157",70,"BOT",12679.876056338,2272.12394366197
"158",70,"MID",7394.94774718398,7458.55225281602
"159",70,"TOP",2062.88677450048,12744.6132254995
"160",71,"BOT",12679.876056338,2272.12394366197
"161",71,"MID",7394.94774718398,7458.55225281602
"162",71,"TOP",2062.88677450048,12744.6132254995
"163",72,"BOT",12679.876056338,2272.12394366197
"164",72,"MID",7394.94774718398,7458.55225281602
"165",72,"TOP",2062.88677450048,12744.6132254995
"166",73,"BOT",12679.876056338,2272.12394366197
"167",73,"MID",7394.94774718398,7458.55225281602
"168",73,"TOP",2062.88677450048,12744.6132254995
"169",74,"BOT",12679.876056338,2272.12394366197
"170",74,"MID",7394.94774718398,7458.55225281602
"171",74,"TOP",2062.88677450048,12744.6132254995
"172",75,"BOT",12679.876056338,2272.12394366197
"173",75,"MID",7394.94774718398,7458.55225281602
"174",75,"TOP",2062.88677450048,12744.6132254995
"175",76,"BOT",12679.876056338,2272.12394366197
"176",76,"MID",7394.94774718398,7458.55225281602
"177",76,"TOP",2062.88677450048,12744.6132254995
"178",77,"BOT",12679.876056338,2272.12394366197
"179",77,"MID",7394.94774718398,7458.55225281602
"180",77,"TOP",2062.88677450048,12744.6132254995
"181",78,"BOT",12679.876056338,2272.12394366197
"182",78,"MID",7394.94774718398,7458.55225281602
"183",78,"TOP",2062.88677450048,12744.6132254995
"184",79,"BOT",12679.876056338,2272.12394366197
"185",79,"MID",7800.49666999876,7856.0605526258
"186",79,"TOP",2062.88677450048,12744.6132254995
"187",80,"BOT",12679.876056338,2272.12394366197
"188",80,"MID",7632.36161013737,7691.25902554977
"189",80,"TOP",2062.88677450048,12744.6132254995
"190",81,"BOT",12679.876056338,2272.12394366197
"191",81,"MID",7235.62198806261,7301.78518909998
"192",81,"TOP",2062.88677450048,12744.6132254995
"193",82,"BOT",12679.876056338,2272.12394366197
"194",82,"MID",7224.0129341114,7290.35631218819
"195",82,"TOP",2062.88677450048,12744.6132254995
"196",83,"BOT",12679.876056338,2272.12394366197
"197",83,"MID",7275.87775491361,7341.41617076857
"198",83,"TOP",2062.88677450048,12744.6132254995
"199",84,"BOT",12679.876056338,2272.12394366197
"200",84,"MID",7302.79403032426,7367.91469510011
"201",84,"TOP",2062.88677450048,12744.6132254995
"202",85,"BOT",12679.876056338,2272.12394366197
"203",85,"MID",7151.91811760305,7219.38043531523
"204",85,"TOP",2062.88677450048,12744.6132254995
"205",86,"BOT",12679.876056338,2272.12394366197
"206",86,"MID",7065.51654754254,7134.31985127819
"207",86,"TOP",2062.88677450048,12744.6132254995
"208",87,"BOT",12923.5426878839,2545.39946868252
"209",87,"MID",7079.04487331138,7147.63821216138
"210",87,"TOP",1983.0005636868,12678.2269492659
"211",88,"BOT",12274.4576019259,1902.93993345502
"212",88,"MID",7228.58661968759,7294.85901238264
"213",88,"TOP",1984.45278723536,12679.4337622147
"214",89,"BOT",12400.5228246676,2012.39190978896
"215",89,"MID",7364.03190600529,7428.2021350965
"216",89,"TOP",1980.18203531804,12675.8847227294
"217",90,"BOT",12436.3695919745,2043.51468450496
"218",90,"MID",7237.80479000141,7303.93411310242
"219",90,"TOP",1961.14574418601,12660.0653658131
"220",91,"BOT",12523.6650234809,2119.30606689817
"221",91,"MID",7876.72371714643,7930.77628285357
"222",91,"TOP",2197.20304123866,12856.2314471617
"223",92,"BOT",12644.231844599,2232.1484631658
"224",92,"MID",7277.99723968717,7343.50276031284
"225",92,"TOP",2074.57803655802,12754.3287864777
"226",93,"BOT",12743.1086400147,2343.04016798464
"227",93,"MID",7254.56540407913,7320.43459592087
"228",93,"TOP",2235.41141866856,12887.9830081967
"229",94,"BOT",12885.5242211529,2502.76122810574
"230",94,"MID",7286.0598067781,7351.4401932219
"231",94,"TOP",2337.01945179678,12972.4203458311
"232",95,"BOT",13446.8356481481,3543.66435185185
"233",95,"MID",7286.0598067781,7351.4401932219
"234",95,"TOP",2473.34457861175,13085.7079512157
"235",96,"BOT",13401.861882716,3437.63811728395
"236",96,"MID",7326.87655267597,7391.62344732403
"237",96,"TOP",1929.96285229882,12629.8819120117
"238",97,"BOT",13376.6944444444,3378.30555555556
"239",97,"MID",7465.39612015019,7527.60387984981
"240",97,"TOP",2213.6384582103,12869.889450464
"241",98,"BOT",13376.6944444444,3378.30555555556
"242",98,"MID",7332.1676123294,7396.8323876706
"243",98,"TOP",1594.65260272597,12147.7691651135
"244",99,"BOT",12571.0838271432,2160.47588093055
"245",99,"MID",7360.13464192608,7424.36535807392
"246",99,"TOP",2857.64634986226,13301.8536501377
"247",100,"BOT",12687.6535211268,2280.84647887324
"248",100,"MID",7360.13464192608,7424.36535807392
"249",100,"TOP",2065.35916805198,12746.6678103847
"250",101,"BOT",12601.2946058091,2186.70539419087
"251",101,"MID",7207.19782241987,7273.80217758013
"252",101,"TOP",2011.27592768792,12701.7240723121
"253",102,"BOT",12658.9004694836,2248.59953051643
"254",102,"MID",7157.81459898788,7225.18540101212
"255",102,"TOP",2011.27592768792,12701.7240723121
"256",103,"BOT",12653.7154929577,2242.78450704225
"257",103,"MID",7137.91013648213,7205.58986351787
"258",103,"TOP",2011.27592768792,12701.7240723121
"259",104,"BOT",12714.5211267606,2310.97887323944
"260",104,"MID",7137.91013648213,7205.58986351787
"261",104,"TOP",2011.27592768792,12701.7240723121
"262",105,"BOT",12655.5801106063,2244.87570173574
"263",105,"MID",7205.43413586873,7272.06586413127
"264",105,"TOP",2011.27592768792,12701.7240723121
"265",106,"BOT",12661.4573937916,2251.46715678221
"266",106,"MID",7202.66262843122,7269.33737156878
"267",106,"TOP",2011.27592768792,12701.7240723121
"268",107,"BOT",12712.6356807512,2308.86431924883
"269",107,"MID",7256.58104585186,7322.41895414814
"270",107,"TOP",1475.65497076023,11885.3450292398
"271",108,"BOT",12712.6356807512,2308.86431924883
"272",108,"MID",7256.58104585186,7322.41895414814
"273",108,"TOP",2062.88677450048,12744.6132254995
"274",109,"BOT",12771.0845070423,2374.41549295775
"275",109,"MID",7303.44471706793,7368.55528293207
"276",109,"TOP",2062.88677450048,12744.6132254995
"277",110,"BOT",12771.0845070423,2374.41549295775
"278",110,"MID",7354.84358227266,7419.15641772734
"279",110,"TOP",2062.88677450048,12744.6132254995
"280",111,"BOT",12792.3539958091,2398.26952119621
"281",111,"MID",7289.12367521283,7354.45650922504
"282",111,"TOP",2948.62878787879,13350.3712121212
"283",112,"BOT",12775.5163284352,2379.3858424483
"284",112,"MID",7492.66645807259,7554.33354192741
"285",112,"TOP",3268.99243335487,13521.2092701628
"286",113,"BOT",12855.5925026904,2469.19238847552
"287",113,"MID",7581.54755944931,7641.45244055069
"288",113,"TOP",1955.15046328746,12655.083224718
"289",114,"BOT",12876.4938600629,2492.63355222197
"290",114,"MID",7581.54755944931,7641.45244055069
"291",114,"TOP",1950.65366317793,12651.3463368221
"292",115,"BOT",12854.4445397341,2467.90493201258
"293",115,"MID",7139.36829648792,7207.02539231237
"294",115,"TOP",1950.65366317793,12651.3463368221
"295",116,"BOT",12896.5605384677,2515.13861186712
"296",116,"MID",7256.60501842099,7322.44255465365
"297",116,"TOP",2078.45195052331,12757.5480494767
"298",117,"BOT",13040.9038047338,2677.02159773925
"299",117,"MID",7380.41349374098,7444.30616301006
"300",117,"TOP",2078.45195052331,12757.5480494767
"301",118,"BOT",13234.1080603633,3042.15630811034
"302",118,"MID",7293.77317342735,7359.03384541616
"303",118,"TOP",2141.84130006155,12810.2252615494
"304",119,"BOT",13230.347081743,3033.28975229564
"305",119,"MID",7603.01032540676,7662.48967459324
"306",119,"TOP",2116.15773964182,12788.8819543713
"307",120,"BOT",12759.3332321654,2361.23627432098
"308",120,"MID",7607.80788485607,7667.19211514393
"309",120,"TOP",2104.65229566372,12779.3208101596
"310",121,"BOT",12513.2662301507,2110.27765718508
"311",121,"MID",7607.80788485607,7667.19211514393
"312",121,"TOP",1862.9569150321,12533.5400420113
"313",122,"BOT",12698.2931151817,2292.77893196671
"314",122,"MID",7381.32073272176,7445.19541460088
"315",122,"TOP",1995.03178774999,12688.2250222243
"316",123,"BOT",12741.463910365,2341.19558074803
"317",123,"MID",7306.97209017022,7372.02790982978
"318",123,"TOP",2249.39581351094,12899.6041864891
"319",124,"BOT",12904.2441314554,2523.7558685446
"320",124,"MID",7327.88437356234,7392.61562643766
"321",124,"TOP",2249.39581351094,12899.6041864891
"322",125,"BOT",13114.2978395062,2759.70216049383
"323",125,"MID",7348.29274651127,7412.70725348873
"324",125,"TOP",2249.12274024738,12899.3772597526
"325",126,"BOT",12870.3545988671,2485.74828518364
"326",126,"MID",7473.72872340426,7535.77127659574
"327",126,"TOP",2257.5880114177,12906.4119885823
"328",127,"BOT",13260.1001956145,3103.43310365082
"329",127,"MID",7473.72872340426,7535.77127659574
"330",127,"TOP",2257.5880114177,12906.4119885823
"331",128,"BOT",13268.4544224553,3123.12830164342
"332",128,"MID",7204.04784894109,7270.70109291674
"333",128,"TOP",2257.5880114177,12906.4119885823
"334",129,"BOT",13277.8803427861,3145.3500309206
"335",129,"MID",7415.65300375469,7478.84699624531
"336",129,"TOP",2156.27783063749,12822.2221693625
"337",130,"BOT",13264.2307053649,3113.17083389125
"338",130,"MID",7447.21589486859,7509.78410513141
"339",130,"TOP",2187.68125594672,12848.3187440533
"340",131,"BOT",13271.5043023871,3130.31843308888
"341",131,"MID",7605.03035043805,7664.46964956195
"342",131,"TOP",2187.68125594672,12848.3187440533
"343",132,"BOT",13284.9038067429,3161.90793817638
"344",132,"MID",7552.76220275344,7613.23779724656
"345",132,"TOP",2160.10085632731,12825.3991436727
"346",133,"BOT",13459.6427469136,3573.85725308642
"347",133,"MID",7537.61201501877,7598.38798498123
"348",133,"TOP",2218.26546146527,12873.7345385347
"349",134,"BOT",13272.4486737097,3132.54480071458
"350",134,"MID",7481.80882352941,7543.69117647059
"351",134,"TOP",2408.59752616556,13031.9024738344
"352",135,"BOT",13307.2228211204,3214.52530367752
"353",135,"MID",7481.80882352941,7543.69117647059
"354",135,"TOP",2393.30542340628,13019.1945765937
"355",136,"BOT",13305.819416824,3211.21675987
"356",136,"MID",7814.60794743429,7869.89205256571
"357",136,"TOP",2393.30542340628,13019.1945765937
"358",137,"BOT",13279.7286123826,3149.70735043568
"359",137,"MID",7814.60794743429,7869.89205256571
"360",137,"TOP",2393.30542340628,13019.1945765937
"361",138,"BOT",13306.9048055558,3213.77557786467
"362",138,"MID",7556.54974968711,7616.95025031289
"363",138,"TOP",2413.23977164605,13035.7602283539
"364",139,"BOT",13447.8036265432,3545.94637345679
"365",139,"MID",7475.74874843554,7537.75125156446
"366",139,"TOP",2426.0742150333,13046.4257849667
"367",140,"BOT",13396.4759801617,3424.94078224642
"368",140,"MID",7394.44274092616,7458.05725907384
"369",140,"TOP",2475.50047573739,13087.4995242626
"370",141,"BOT",13465.450617284,3587.54938271605
"371",141,"MID",7351.31620917037,7415.68379082963
"372",141,"TOP",2318.57270559828,12957.090906917
"373",142,"BOT",13500,4190.21167224061
"374",142,"MID",7343.75755252262,7408.24244747738
"375",142,"TOP",2469.76593720266,13082.7340627973
"376",143,"BOT",13500,3895.26738389957
"377",143,"MID",7899.3636558312,7952.96735038721
"378",143,"TOP",2489.70028544244,13099.2997145576
"379",144,"BOT",13500,3876.77959772912
"380",144,"MID",7729.25653832128,7786.23286469905
"381",144,"TOP",2489.70028544244,13099.2997145576
"382",145,"BOT",13500,4499.31319021586
"383",145,"MID",7612.99271303383,7672.27414623266
"384",145,"TOP",2489.70028544244,13099.2997145576
"385",146,"BOT",13500,4281.8458850337
"386",146,"MID",7195.84013037602,7262.62076134097
"387",146,"TOP",3078.34878527891,13419.546078739
"388",147,"BOT",13500,4188.89431702857
"389",147,"MID",7292.61064253949,7357.88935746051
"390",147,"TOP",3206.03448169013,13487.6361280396
"391",148,"BOT",13500,4105.25
"392",148,"MID",7312.49297019236,7377.46310364342
"393",148,"TOP",2356.0780817842,12988.2582665698
"394",149,"BOT",13500,4159.75
"395",149,"MID",7434.84324155194,7497.65675844806
"396",149,"TOP",2486.94140782167,13097.0070584163
"397",150,"BOT",13500,4093.5
"398",150,"MID",7473.98122653317,7536.01877346683
"399",150,"TOP",2593.54924225523,13161.0204512554
"400",151,"BOT",13500,3946.25
"401",151,"MID",7417.92553191489,7481.07446808511
"402",151,"TOP",2748.50251971569,13243.6512908727
"403",152,"BOT",13244.375420139,3066.36174177852
"404",152,"MID",7433.8332290363,7496.6667709637
"405",152,"TOP",2811.54550294097,13277.2697771755
"406",153,"BOT",13500,3877.5
"407",153,"MID",7432.66195904022,7495.51872317326
"408",153,"TOP",2851.10540197716,13298.365605067
"409",154,"BOT",13500,3866.5
"410",154,"MID",7255.06931452231,7320.93068547769
"411",154,"TOP",2895.56179842164,13322.0725535406
"412",155,"BOT",13330.2718985108,3268.86380218873
"413",155,"MID",7281.27265756786,7346.72734243214
"414",155,"TOP",2988.69547402654,13371.7372907956
"415",156,"BOT",13479.6724537037,3621.0775462963
"416",156,"MID",7281.27265756786,7346.72734243214
"417",156,"TOP",3322.01549586777,13549.4845041322
"418",157,"BOT",13500,3669.75
"419",157,"MID",7337.04421509533,7401.63330366201
"420",157,"TOP",3398.32334710744,13590.1766528926
"421",158,"BOT",13500,4065.25
"422",158,"MID",7455.04349186483,7517.45650813517
"423",158,"TOP",3398.32334710744,13590.1766528926
"424",159,"BOT",13488.756558642,3642.49344135802
"425",159,"MID",7455.54849812265,7517.95150187735
"426",159,"TOP",3345.82093663912,13562.1790633609
"427",160,"BOT",13500,3776
"428",160,"MID",7455.54849812265,7517.95150187735
"429",160,"TOP",3151.85608243862,13458.7447958094
"430",161,"BOT",13500,3853.83333333334
"431",161,"MID",7730.01939924906,7786.98060075094
"432",161,"TOP",3351.36466942149,13565.1353305785
"433",162,"BOT",13500,4146.25
"434",162,"MID",7730.01939924906,7786.98060075094
"435",162,"TOP",3350.38636363636,13564.6136363636
"436",163,"BOT",13500,4045.33333333334
"437",163,"MID",7476.8741551164,7538.85434534954
"438",163,"TOP",3350.38636363636,13564.6136363636
"439",164,"BOT",13500,4102.75
"440",164,"MID",7520.94680851064,7582.05319148936
"441",164,"TOP",3350.38636363636,13564.6136363636
"442",165,"BOT",13500,4070.25
"443",165,"MID",7450.01427335668,7512.52700151814
"444",165,"TOP",3513,13622
"445",166,"BOT",13500,4070.25
"446",166,"MID",7457.57409381458,7519.9369370599
"447",166,"TOP",3513,13622
"448",167,"BOT",13500,4107.5
"449",167,"MID",7482.06132665832,7543.93867334168
"450",167,"TOP",3513,13622
"451",168,"BOT",13500,4107.5
"452",168,"MID",7269.20173601932,7334.84376628805
"453",168,"TOP",3513,13622
"454",169,"BOT",13500,3985
"455",169,"MID",7403.82425916993,7467.25277447759
"456",169,"TOP",3513,13622
"457",170,"BOT",13500,3909.5
"458",170,"MID",7447.68261778439,7510.24157455694
"459",170,"TOP",3530.5,13622
"460",171,"BOT",13500,4485.94193672638
"461",171,"MID",7425.4051163002,7488.4057583562
"462",171,"TOP",3522,13622
"463",172,"BOT",13400.8194444444,3435.18055555556
"464",172,"MID",7482.06132665832,7543.93867334168
"465",172,"TOP",4089.53017351451,13622
"466",173,"BOT",11917.2345601723,1631.08128324227
"467",173,"MID",8106.09229900775,8155.59728440537
"468",173,"TOP",3172.66081267218,13469.8391873278
"469",174,"BOT",11987.3337649168,1676.92856262896
"470",174,"MID",7210.8249157361,7277.37297699522
"471",174,"TOP",3256.79511019284,13514.7048898072
"472",175,"BOT",12057.3555944888,1722.72523600426
"473",175,"MID",6747.97891780066,6821.71052924077
"474",175,"TOP",3305.05819559229,13540.4418044077
"475",176,"BOT",12164.1530454979,1807.17163640125
"476",176,"MID",7024.27833154424,7093.72166845576
"477",176,"TOP",3305.05819559229,13540.4418044077
"478",177,"BOT",12592.7200501951,2179.26081877402
"479",177,"MID",7024.27833154424,7093.72166845576
"480",177,"TOP",3367.9958677686,13574.0041322314
"481",178,"BOT",12751.0103284344,2351.90202173025
"482",178,"MID",7322.92874129862,7387.73690751706
"483",178,"TOP",3392.45351239669,13587.0464876033
"484",179,"BOT",12863.2812261669,2477.81539906766
"485",179,"MID",7142.1933752492,7209.8066247508
"486",179,"TOP",3392.45351239669,13587.0464876033
"487",180,"BOT",13269.4722222222,3125.52777777778
"488",180,"MID",7300.92516485202,7366.07483514798
"489",180,"TOP",3356.25619834711,13567.7438016529
"490",181,"BOT",13269.4722222222,3125.52777777778
"491",181,"MID",7338.71844809078,7403.28155190922
"492",181,"TOP",3803.5,13622
"493",182,"BOT",12929.9333333333,2552.56666666667
"494",182,"MID",7263.63579205643,7329.36420794357
"495",182,"TOP",3803.5,13622
"496",183,"BOT",12826.3516431925,2436.39835680751
"497",183,"MID",7248.51847876093,7314.48152123907
"498",183,"TOP",3182.29747568895,13474.9780625374
"499",184,"BOT",12860.6431924883,2474.85680751174
"500",184,"MID",7390.40269086358,7454.09730913642
"501",184,"TOP",3895,13622
"502",185,"BOT",12931.7009389671,2554.54906103286
"503",185,"MID",7424.13560941106,7487.16142136821
"504",185,"TOP",3895,13622
"505",186,"BOT",12898.3521126761,2517.14788732394
"506",186,"MID",7436.35826032541,7499.14173967459
"507",186,"TOP",3476.64510849099,13622
"508",187,"BOT",12792.2957746479,2398.20422535211
"509",187,"MID",7468.93116395494,7531.06883604506
"510",187,"TOP",3592.25,13622
"511",188,"BOT",12737.3821596244,2336.61784037559
"512",188,"MID",7358.87486581813,7423.12513418187
"513",188,"TOP",3592.25,13622
"514",189,"BOT",12737.3821596244,2336.61784037559
"515",189,"MID",7383.58510638298,7447.41489361702
"516",189,"TOP",3772.75,13622
"517",190,"BOT",12763.4702588682,2365.87600745574
"518",190,"MID",7383.58510638298,7447.41489361702
"519",190,"TOP",3772.75,13622
"520",191,"BOT",12775.8834470323,2379.79757107403
"521",191,"MID",7386.86764705882,7450.63235294118
"522",191,"TOP",3772.75,13622
"523",192,"BOT",12341.6887966805,1961.3112033195
"524",192,"MID",7386.86764705882,7450.63235294118
"525",192,"TOP",3680.75,13622
"526",193,"BOT",12341.6887966805,1961.3112033195
"527",193,"MID",7368.19720901702,7432.30279098298
"528",193,"TOP",3680.75,13622
"529",194,"BOT",11758.3605190266,1527.17222210174
"530",194,"MID",7368.19720901702,7432.30279098298
"531",194,"TOP",3723.75,13622
"532",195,"BOT",11380.1744271988,1279.82557280118
"533",195,"MID",7268.92685170986,7334.57314829014
"534",195,"TOP",3953.25,13622
"535",196,"BOT",11380.1744271988,1279.82557280118
"536",196,"MID",7237.93635945407,7304.06364054593
"537",196,"TOP",3953.25,13622
"538",197,"BOT",11767.6311183899,1533.23551141635
"539",197,"MID",7237.93635945407,7304.06364054593
"540",197,"TOP",3953.25,13622
"541",198,"BOT",11840.903602735,1581.15822428264
"542",198,"MID",6914.42585493022,6985.57414506978
"543",198,"TOP",4014.25,13622
"544",199,"BOT",11763.6901341852,1530.6579728473
"545",199,"MID",6914.42585493022,6985.57414506978
"546",199,"TOP",4080.25,13622
"547",200,"BOT",11803.7557941306,1556.86228589224
"548",200,"MID",6375.8058444081,6455.31372692033
"549",200,"TOP",4029,13622
"550",201,"BOT",11565.4789356984,1401.02106430155
"551",201,"MID",6457.6416631881,6535.87942191525
"552",201,"TOP",4029,13622
"553",202,"BOT",11808.4102305121,1559.90644660633
"554",202,"MID",6520.60253431651,6597.86311579851
"555",202,"TOP",4318,13622
"556",203,"BOT",11428.794706336,1311.62489962076
"557",203,"MID",6620.20041084902,6695.91519449074
"558",203,"TOP",4318,13622
"559",204,"BOT",11184.6407142922,1213
"560",204,"MID",7515.29359347139,7576.51206001966
"561",204,"TOP",4224.40400727857,13622
"562",205,"BOT",11287.1456424963,1218.98156324639
"563",205,"MID",7619.9280350438,7679.0719649562
"564",205,"TOP",4088.22187245022,13622
