video;frame;timestamp;lol_x;lol_y;confidence;class
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;1134,916787;5596,386647;0,705596268;Blue Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;10759,50373;13240,78882;0,705543339;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;9979,169778;13299,57741;0,698040605;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;2755,795597;3353,359842;0,697085321;Blue Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;8923,115929;13409,40157;0,689480364;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;10706,95394;10447,92324;0,686023176;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;13386,22847;9685,521563;0,685776293;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;11506,01113;11017,18711;0,663762271;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;13191,82578;10277,27056;0,657196164;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;12269,57302;1721,577328;0,633261144;Blue Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;11257,90535;10870,08706;0,612201869;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;3728,861456;1272,949219;0,58496058;Blue Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;9399,365055;13345,39126;0,560243011;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;10219,14725;13099,98984;0,527175426;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;12144,28388;2097,079575;0,506906927;Red Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;2624,081895;3103,271054;0,50190258;Blue Side
14-15_replay_riot_2724423_1_01.webm;frame_0116.png;133;7615,281089;9837,249433;0,48088479;Red Side
